ax,ay,az,gx,gy,gz,timestamp
0.04522229017222774,-0.08489151260052093,9.899348690514355,-0.010443985613395275,0.0050633328991299045,0.008778461077459861,0.0
0.016057978044483362,0.026774651292041436,9.906289862165547,0.0005769938604490827,-0.010916790294997767,-0.0028145576000087285,0.01
-0.08525021522387051,0.008657080062696712,10.035204708602594,-0.01750684772377194,-0.005985887245114341,0.005670655996618684,0.02
0.06097275821484242,0.06868483904035189,9.870717642772643,0.005134228155552756,-0.020717569442146547,-0.0024386208610374274,0.03
0.11415690367769962,0.021628564963534963,9.932002485408118,-0.005730336581550568,-0.0058749112271250774,-0.006512552158987836,0.04
0.16581223937016465,-0.05412937155829725,9.773914055774728,-0.023249284132900425,-0.009616804040957284,-0.009052350550670855,0.05
-0.0051773570232541,-0.0508941911511237,9.822413095237838,-0.004394644429228076,-0.002705263189137961,0.010290713428002758,0.06
0.11000653661188718,-0.04855281664313079,9.838429151390468,-0.0060564549453592355,-0.0027877570260958257,0.0034757814437325384,0.07
-0.1694313134364449,0.01930229996451744,9.85142452173895,-0.00942347274105295,-0.008656552638012497,-0.0011071910854171473,0.08
0.0682844817593986,0.0167372732055355,9.83621258491845,0.007373945441929482,0.01552127584544047,-0.018396984691391068,0.09
0.020885744635095627,-0.0374986117943943,9.67046283970241,0.014343313287652242,-0.007862024743792311,0.027544157980037332,0.1
0.11966992153325672,-0.1448912411703149,9.866604741612528,-0.020530644662796464,-0.01364050200050918,-0.00010875705675075406,0.11
-0.02703316543306908,-0.1706066394467361,9.959728538501619,-0.009299819738429301,-0.016440670119678806,-0.0040242656814632495,0.12
0.02993549727490871,0.033344722781346516,9.843292632841742,0.0068529821129498635,-0.01699226650621961,0.018410174617369334,0.13
0.02789814339458055,-0.03189735113481701,9.682614217728764,0.018010196346690523,0.01360244529855988,0.0022582399493833254,0.14
0.05644278272537093,-0.20960520764976998,9.889944997375808,-0.011369528336397157,-0.0038747011250504066,-0.0010539954589510272,0.15
-0.020457741019149284,0.19743758711822196,9.874475044781832,-0.003380530598563597,0.008724688114145802,-0.004138688721820855,0.16
0.0625346523240267,0.012129501207656622,9.763705396823005,-0.005741886377808098,0.0012666514120281257,-0.005010975150530958,0.17
-0.039885845596655777,0.0260134178465701,9.805169729907645,0.014356272899165815,-0.020886082527112087,0.014755610784204546,0.18
-0.018709339948532484,0.08804163875612762,9.843032588106093,-0.01984709078194919,0.0007864992623497677,5.318964574637006e-05,0.19
-0.14845852576789875,0.22391144849883815,9.959235231319031,0.0071065050159406055,0.021423907280552133,-0.006858692634299404,0.2
0.032742482327908023,-0.006885249769127775,9.915927653176638,-0.004211865188533403,-0.006926252038072867,-0.0035329790963054596,0.21
0.08458106823498808,0.08522782115497217,9.771249578165952,0.013878609085838328,-0.0036186246567549807,-0.0002885312969662174,0.22
0.055250290392233364,-0.013449849638128711,9.920633055627121,-0.008272626230288826,0.005548549606910135,-0.0014273718851615653,0.23
-0.00887016052655811,-0.039991659512751854,9.720857473707598,0.017040603196133302,-0.001812701930930205,-0.0013248330623072818,0.24
0.009603347761238947,-0.08398731020506539,9.90004209779745,0.0026530636056490324,0.0016004195536569014,0.005186182042956836,0.25
-0.007138356644147199,-0.06752755912479132,9.836504877338786,0.015368206280435717,0.004238771617974414,-0.0017984536220148955,0.26
0.20122468628964799,0.028057224857404486,9.95943105789888,-0.0022296695878949945,-0.009638083097054604,-0.007160801324274162,0.27
0.004190100243266592,0.03363461289142429,9.741418519070686,-0.009669162258278489,0.019899418240690088,0.0025759718513254037,0.28
-0.2787901997794088,0.12109045986304479,9.817557321384239,0.018453660215091955,0.0035048954425848924,0.0007898270791459239,0.29
0.03825622746369659,-0.03476677735951599,9.825394830934577,-0.00918998376542143,0.0034026269283064683,-0.0105360698026572,0.3
-0.07593409915362724,-0.14824055479536705,9.906652988237127,-0.008070493373135505,-0.007704165479376685,0.0058449982547916215,0.31
-0.13703738549915542,0.13632603629564619,9.862790654918552,0.013462772211879812,-0.005804630972829164,0.017940186437791966,0.32
-0.027872160404301505,-0.09822353540507833,9.965347014610769,0.010521793569416555,-0.006942854278979199,-0.004162503249706423,0.33
0.07303617287069915,0.02180261611358373,9.671298794156627,0.009770381080799652,0.007284811097573981,-0.016449832777974606,0.34
0.08404519687481894,-0.0061754990040621995,9.9796581982036,0.014958983152733807,-0.0025824240857673757,-0.008650082638957302,0.35000000000000003
0.012196463819459375,-0.17316077547902914,9.818299488268117,0.015878661333672828,0.020045574815736728,0.005764576702656793,0.36
